time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-12-24T09:24:05.276Z,59.8645,-152.411,87,2.4,ml,,,,0.44,ak,ak021gg7wass,2021-12-24T09:39:35.040Z,"33 km WNW of Anchor Point, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-12-24T09:20:50.130Z,19.449499130249,-155.242828369141,26.4400005340576,1.76999998,md,38,56,,0.100000001,hv,hv72844702,2021-12-24T09:24:08.180Z,"1 km NW of Volcano, Hawaii",earthquake,0.39,1.11000001,0.529999971,15,automatic,hv,hv
2021-12-24T09:12:41.240Z,33.4615,-116.4988333,10.12,1.26,ml,45,58,0.08687,0.2,ci,ci39895567,2021-12-24T16:44:20.310Z,"19km ESE of Anza, CA",earthquake,0.23,0.42,0.15,27,reviewed,ci,ci
2021-12-24T09:05:22.500Z,18.8691,-67.1766,3,3.39,md,20,212,0.4069,0.29,pr,pr2021358003,2021-12-24T10:12:38.502Z,"42 km N of San Antonio, Puerto Rico",earthquake,0.67,1.02,0.16,16,reviewed,pr,pr
2021-12-24T07:53:21.130Z,34.2716667,-116.8025,1.91,1.29,ml,19,73,0.07892,0.24,ci,ci39895535,2021-12-24T07:57:52.737Z,"4km ENE of Big Bear City, CA",earthquake,0.41,0.92,0.115,28,automatic,ci,ci
2021-12-24T07:50:39.330Z,33.9933333,-116.7595,12.06,0.86,ml,14,133,0.103,0.07,ci,ci39895527,2021-12-24T07:54:18.099Z,"9km NNE of Cabazon, CA",earthquake,0.27,0.8,0.209,19,automatic,ci,ci
2021-12-24T07:45:14.315Z,-37.7699,-75.2662,10,4.4,mb,,154,1.945,1,us,us6000gf0f,2021-12-24T08:15:15.040Z,"143 km W of Lebu, Chile",earthquake,5.4,1.9,0.17,10,reviewed,us,us
2021-12-24T07:27:50.324Z,62.1775,-151.1272,74.9,1.7,ml,,,,0.21,ak,ak021gg6q68o,2021-12-24T07:30:59.171Z,"25 km NE of Skwentna, Alaska",earthquake,,1.2,,,automatic,ak,ak
2021-12-24T07:27:36.810Z,39.4861679,-122.9848328,4.33,2.12,md,13,169,0.1579,0.08,nc,nc73668246,2021-12-24T09:23:12.131Z,"9km NNW of Lake Pillsbury, CA",earthquake,0.4,1.92,0.11,8,automatic,nc,nc
2021-12-24T07:16:22.636Z,45.6263,-69.199,1.67,2.3,ml,,83,0.367,0.52,us,us6000gf5z,2021-12-26T02:38:47.241Z,"35 km ENE of Greenville, Maine",earthquake,1.8,6.1,0.074,24,reviewed,us,us
2021-12-24T07:07:40.580Z,17.9795,-66.8383,17,2.8,md,18,174,0.0411,0.2,pr,pr2021358002,2021-12-24T08:06:27.348Z,"2 km SW of Indios, Puerto Rico",earthquake,0.62,0.41,0.25,15,reviewed,pr,pr
2021-12-24T07:06:57.377Z,63.8237,-149.1472,28.6,2,ml,,,,1.43,ak,ak021gg6loqz,2021-12-24T07:11:47.009Z,"Central Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-12-24T07:05:42.141Z,38.1938,-117.8373,5.7,1.6,ml,17,117.09,0.111,0.2714,nn,nn00830445,2021-12-24T07:09:26.876Z,"32 km SE of Mina, Nevada",earthquake,,0.7,0.28,9,automatic,nn,nn
2021-12-24T07:03:32.400Z,19.1723327636719,-155.47216796875,33.6199989318848,2.01999998,md,37,80,,0.150000006,hv,hv72844657,2021-12-24T07:06:46.770Z,"3 km SSE of Pāhala, Hawaii",earthquake,0.54,0.879999995,0.460000008,13,automatic,hv,hv
2021-12-24T07:00:00.857Z,36.6562,70.9642,223.41,4.4,mb,,80,0.562,0.48,us,us6000gf06,2021-12-24T07:34:45.040Z,"25 km SSE of Jurm, Afghanistan",earthquake,8.8,7.2,0.099,29,reviewed,us,us
2021-12-24T06:48:25.724Z,52.3525,-170.0588,21.5,3.3,ml,,207,1.572,0.83,us,us6000gf0j,2021-12-24T08:18:26.040Z,"104 km SW of Nikolski, Alaska",earthquake,6.5,14,0.091,16,reviewed,us,us
2021-12-24T06:36:36.960Z,33.963,-116.7758333,12.16,1.34,ml,26,51,0.0496,0.15,ci,ci39895511,2021-12-24T06:40:12.775Z,"5km NNE of Cabazon, CA",earthquake,0.28,0.77,0.234,25,automatic,ci,ci
2021-12-24T06:33:19.590Z,0.8682,125.2259,41.59,4.3,mb,,131,2.142,0.64,us,us6000gf04,2021-12-24T07:12:37.040Z,"59 km SE of Tondano, Indonesia",earthquake,7.3,11.1,0.16,11,reviewed,us,us
2021-12-24T06:23:09.280Z,39.4449997,-123.2928314,5.73,1.6,md,8,84,0.04206,0.02,nc,nc73668241,2021-12-24T09:08:11.062Z,"7km NE of Willits, CA",earthquake,0.3,0.85,0.15,6,automatic,nc,nc
2021-12-24T06:12:36.600Z,39.3518333,-123.246666,2.8,2.02,md,14,117,0.09454,0.05,nc,nc73668236,2021-12-24T08:43:10.926Z,"10km NNW of Redwood Valley, CA",earthquake,0.24,4.81,0.13,13,automatic,nc,nc
2021-12-24T06:01:47.760Z,18.802,-65.4596,16,3.48,md,20,262,0.5252,0.17,pr,pr2021358001,2021-12-24T06:29:42.337Z,"54 km NNE of Luquillo, Puerto Rico",earthquake,1.34,2.37,0.05,6,reviewed,pr,pr
2021-12-24T05:44:50.010Z,29.9228,-113.7148,10,4.9,mb,,155,1.482,0.62,us,us6000gezr,2021-12-24T06:02:53.040Z,"98 km W of La Libertad, Mexico",earthquake,4.8,1.7,0.089,39,reviewed,us,us
2021-12-24T04:53:43.720Z,48.7405,-122.8745,58.15,1.11,md,13,148,0.06752,0.2,uw,uw61799342,2021-12-24T17:53:05.210Z,"16 km NNE of Orcas, Washington",earthquake,1.25,0.98,0.0983736853655262,9,reviewed,uw,uw
2021-12-24T04:47:00.079Z,38.1783,-117.9548,1.3,0.8,ml,8,162.06,0.031,0.1366,nn,nn00830444,2021-12-24T04:50:53.797Z,"27 km SSE of Mina, Nevada",earthquake,,0.4,0.35,4,automatic,nn,nn
2021-12-24T04:46:22.030Z,33.4913333,-116.7885,6.99,1.05,ml,45,31,0.0232,0.2,ci,ci39895487,2021-12-24T16:46:28.820Z,"9km NE of Aguanga, CA",earthquake,0.21,0.76,0.134,28,reviewed,ci,ci
2021-12-24T04:45:23.770Z,35.04686737,-97.83271027,2.201270103,2.81,ml,79,38.14216614,0.107273072,0.7269192865,ok,ok2021zcqa,2021-12-24T22:58:39.040Z,"9 km E of Chickasha, Oklahoma",earthquake,1.516394768,1.111426123,,58,automatic,ok,ok
2021-12-24T04:39:45.130Z,40.239666,-124.7258301,-0.52,1.98,md,8,282,0.4795,0.08,nc,nc73668231,2021-12-24T04:56:11.709Z,"39km WSW of Petrolia, CA",earthquake,2.4,6.89,,3,automatic,nc,nc
2021-12-24T04:36:08.437Z,37.4198,-104.3336,9.51,2.1,ml,,135,0.287,0.46,us,us6000gezg,2021-12-25T06:03:49.040Z,"15 km NNE of Hoehne, Colorado",earthquake,3.4,8.5,0.115,10,reviewed,us,us
2021-12-24T04:29:57.520Z,40.2953339,-124.7348328,11.25,2.5,md,12,264,0.4783,0.12,nc,nc73668226,2021-12-24T07:31:10.537Z,"38km W of Petrolia, CA",earthquake,2.52,2.2,0.06,6,automatic,nc,nc
2021-12-24T04:18:09.720Z,38.7858315,-122.8028336,3.3,1.73,md,10,105,0.02287,0.09,nc,nc73668221,2021-12-24T06:45:11.295Z,"4km WNW of The Geysers, CA",earthquake,0.52,0.76,0.12,9,automatic,nc,nc
2021-12-24T03:58:46.394Z,40.1499,-119.6347,5.6,3.5,ml,23,62.68,0.077,0.1412,nn,nn00830439,2021-12-25T02:38:21.288Z,"22 km N of Sutcliffe, Nevada",earthquake,,1.1,0.21,7,reviewed,nn,nn
2021-12-24T03:56:13.830Z,33.9646667,-117.1568333,17.23,1.35,ml,38,63,0.07969,0.2,ci,ci39895471,2021-12-24T04:07:00.260Z,"8km ENE of Moreno Valley, CA",earthquake,0.3,0.66,0.099,29,automatic,ci,ci
2021-12-24T03:43:23.390Z,38.1767,-117.9155,10.7,2,ml,18,109.74,0.051,0.2303,nn,nn00830436,2021-12-24T03:46:56.036Z,"Nevada",earthquake,,0.4,0.4,10,automatic,nn,nn
2021-12-24T03:35:55.652Z,38.5357,-119.5169,8.6,1.4,ml,13,119.39,0.05,0.2487,nn,nn00830434,2021-12-24T03:39:15.997Z,"3 km SSW of Coleville, California",earthquake,,0.6,0.19,7,automatic,nn,nn
2021-12-24T03:34:21.630Z,17.9528,-66.7693,10,2.17,md,10,214,0.1121,0.1,pr,pr2021358000,2021-12-24T04:07:53.504Z,"7 km SE of Indios, Puerto Rico",earthquake,0.54,0.65,0.18,10,reviewed,pr,pr
2021-12-24T03:01:06.240Z,39.3513336,-123.2460022,3.42,1.89,md,11,98,0.09416,0.06,nc,nc73668201,2021-12-24T05:09:10.917Z,"10km NNW of Redwood Valley, CA",earthquake,0.32,3.3,0.08,11,automatic,nc,nc
2021-12-24T02:53:36.320Z,40.2806664,-124.3646698,18.55,2.19,md,6,251,0.1958,0.02,nc,nc73668196,2021-12-24T04:15:10.990Z,"8km SW of Petrolia, CA",earthquake,1.24,1.47,0.11,6,automatic,nc,nc
2021-12-24T02:46:52.228Z,60.8247,-152.2912,91.4,1.3,ml,,,,0.36,ak,ak021gg3v340,2021-12-24T08:02:53.011Z,"56 km WNW of Nikiski, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2021-12-24T02:39:52.119Z,58.7472,-154.1065,8,1.4,ml,,,,1.11,ak,ak021gg3tky3,2021-12-24T03:55:31.890Z,"86 km SSE of Kokhanok, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-12-24T02:39:19.693Z,62.6783,-152.1837,0,1.7,ml,,,,0.98,ak,ak021gg3tibh,2021-12-24T02:44:28.776Z,"75 km WNW of Petersville, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-12-24T02:26:41.042Z,38.7261,43.4451,10,4.1,mb,,131,0.512,1.33,us,us6000gez1,2021-12-24T03:18:53.040Z,"26 km NNE of Van, Turkey",earthquake,5.5,2,0.214,7,reviewed,us,us
2021-12-24T02:24:22.970Z,51.9083333333333,-178.472666666667,10.43,1.52,ml,7,206,,0.14,av,av91450471,2021-12-24T03:52:35.230Z,"126 km W of Adak, Alaska",earthquake,1.25,12.82,0.361506337550921,7,reviewed,av,av
2021-12-24T02:17:44.584Z,63.0053,-150.8072,128.1,1.5,ml,,,,0.39,ak,ak021gg3ouoa,2021-12-24T02:42:48.168Z,"56 km N of Petersville, Alaska",earthquake,,0.8,,,automatic,ak,ak
2021-12-24T02:10:27.930Z,19.4346666666667,-155.887166666667,8.64,2.37,ml,36,157,,0.15,hv,hv72844537,2021-12-24T02:58:13.500Z,"3 km SW of Honaunau-Napoopoo, Hawaii",earthquake,0.42,0.37,0.187533718499645,8,reviewed,hv,hv
2021-12-24T02:04:48.210Z,19.4381666666667,-155.887333333333,7.94,2.23,md,27,157,,0.14,hv,hv72844522,2021-12-24T02:42:44.330Z,"3 km SW of Honaunau-Napoopoo, Hawaii",earthquake,0.58,0.48,0.141236046866976,11,reviewed,hv,hv
2021-12-24T01:55:41.013Z,38.8253,20.6719,35,4.4,mb,,119,1.174,1.09,us,us6000geyt,2021-12-24T02:21:36.040Z,"2 km WSW of Lefkáda, Greece",earthquake,4.6,2,0.219,7,reviewed,us,us
2021-12-24T01:55:19.720Z,58.2953333333333,-154.969333333333,3.05,-0.11,ml,7,152,,0.11,av,av91450436,2021-12-24T02:34:22.830Z,"86 km NNW of Karluk, Alaska",earthquake,0.35,0.9,0.254300001421543,7,reviewed,av,av
2021-12-24T01:41:22.639Z,-54.1699,-136.6458,10,5.1,mb,,106,31.73,0.6,us,us6000geys,2021-12-24T02:00:50.040Z,"Pacific-Antarctic Ridge",earthquake,12.5,1.9,0.068,72,reviewed,us,us
2021-12-24T01:34:25.950Z,40.3228333,-124.8661667,2.46,2.62,md,32,245,0.4316,0.23,nc,nc73668181,2021-12-24T06:05:12.204Z,"49km W of Petrolia, CA",earthquake,0.83,1.26,0.124,27,reviewed,nc,nc
2021-12-24T01:17:12.879Z,39.6849,20.5854,10,4.4,mb,,76,0.491,1.2,us,us6000geyk,2021-12-24T01:36:57.040Z,"12 km WSW of Rodotópi, Greece",earthquake,2.5,1.9,0.219,6,reviewed,us,us
2021-12-24T01:17:01.551Z,62.1764,-152.1397,100.5,1.7,ml,,,,0.36,ak,ak021gg33boz,2021-12-24T01:25:09.909Z,"43 km WNW of Skwentna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2021-12-24T00:53:43.192Z,59.8393,-152.752,80,1.5,ml,,,,0.5,ak,ak021gg2pp56,2021-12-24T01:01:17.075Z,"52 km W of Anchor Point, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-12-24T00:50:26.035Z,12.1501,-87.8389,32.73,4.4,mb,,169,0.966,0.44,us,us6000geyi,2021-12-24T02:04:49.040Z,"78 km SSW of Jiquilillo, Nicaragua",earthquake,6.7,10.8,0.076,50,reviewed,us,us
2021-12-24T00:48:51.805Z,46.8138,93.0604,10,4.7,mb,,62,7.392,0.71,us,us6000geyb,2021-12-24T01:04:36.040Z,"170 km SE of Khovd, Mongolia",earthquake,8.2,1.9,0.073,58,reviewed,us,us
2021-12-24T00:46:10.271Z,-6.4529,129.9683,142.37,4.3,mb,,92,2.013,0.81,us,us6000gey9,2021-12-24T01:17:25.040Z,"Banda Sea",earthquake,9.2,14.7,0.2,7,reviewed,us,us
2021-12-24T00:33:01.580Z,36.0231667,-117.8478333,2.59,1.61,ml,19,90,0.03779,0.12,ci,ci39895407,2021-12-24T16:47:38.070Z,"9km ESE of Coso Junction, CA",earthquake,0.19,0.22,0.162,22,reviewed,ci,ci
2021-12-24T00:32:20.360Z,19.2220001220703,-155.4375,35.3400001525879,1.92999995,md,25,138,,0.100000001,hv,hv72844452,2021-12-24T00:35:34.830Z,"Island of Hawaii, Hawaii",earthquake,0.71,1.08000004,0.75999999,8,automatic,hv,hv
2021-12-24T00:14:50.310Z,40.3714981,-124.2758331,23.52,2.57,md,7,204,0.1141,0.05,nc,nc73668161,2021-12-24T02:06:11.615Z,"5km N of Petrolia, CA",earthquake,1.75,1.16,0.18,9,automatic,nc,nc
2021-12-24T00:09:30.470Z,36.021,-117.8468333,3.53,0.98,ml,9,107,0.03772,0.06,ci,ci39895383,2021-12-24T16:46:57.169Z,"10km ESE of Coso Junction, CA",earthquake,0.17,0.3,0.122,14,reviewed,ci,ci
2021-12-24T00:06:39.174Z,62.1937,-150.4557,16.5,1.7,ml,,,,0.56,ak,ak021gg2fm3y,2021-12-24T00:44:14.881Z,"17 km SW of Trapper Creek, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-12-24T00:02:58.315Z,60.0244,-153.3358,119.3,1.6,ml,,,,0.78,ak,ak021gg2ewcn,2021-12-24T07:54:11.830Z,"50 km ENE of Pedro Bay, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2021-12-24T00:00:56.710Z,51.8471666666667,-177.912166666667,3.91,0.57,ml,5,159,,0.1,av,av91450376,2021-12-24T00:59:51.380Z,"88 km W of Adak, Alaska",earthquake,0.5,0.75,0.330887115809397,6,reviewed,av,av
2021-12-23T23:52:26.650Z,35.4594994,-120.7718353,5.35,1.84,md,13,78,0.08962,0.07,nc,nc73668156,2021-12-24T01:21:10.371Z,"10km WSW of Atascadero, CA",earthquake,0.33,1.3,0.14,9,automatic,nc,nc
2021-12-23T23:50:52.827Z,61.0565,-151.4046,69.7,1.2,ml,,,,0.27,ak,ak021gesup36,2021-12-23T23:53:28.771Z,"14 km W of Tyonek, Alaska",earthquake,,1.6,,,automatic,ak,ak
2021-12-23T23:45:49.210Z,51.8478333333333,-178.224666666667,23.38,0.54,ml,5,289,,0.29,av,av91450361,2021-12-24T00:55:20.310Z,"109 km W of Adak, Alaska",earthquake,4.83,2.22,0.180405584771286,5,reviewed,av,av
2021-12-23T23:39:44.640Z,36.718,-119.3668333,19.2,2.16,md,7,162,0.1632,0.14,nc,nc73668146,2021-12-24T02:48:10.832Z,"11km WSW of Squaw Valley, CA",earthquake,1.08,1.44,0.151,15,reviewed,nc,nc
2021-12-23T23:35:07.980Z,19.2148333333333,-155.404666666667,33.52,2.6,ml,44,149,,0.11,hv,hv72844407,2021-12-23T23:53:25.740Z,"7 km E of Pāhala, Hawaii",earthquake,0.46,0.61,0.192201111857594,19,reviewed,hv,hv
2021-12-23T23:02:30.494Z,-6.4541,-82.0827,10,4.8,mb,,113,6.718,0.68,us,us6000gexr,2021-12-23T23:26:30.040Z,"171 km SW of Sechura, Peru",earthquake,9.1,1.9,0.044,164,reviewed,us,us
2021-12-23T23:02:30.270Z,44.3201667,-114.8873333,8.9,1.78,ml,8,70,0.831,0.13,mb,mb80534369,2021-12-23T23:45:34.370Z,"12 km NNE of Stanley, Idaho",earthquake,0.89,2.15,0.182,9,reviewed,mb,mb
2021-12-23T22:59:49.895Z,38.1545,-117.9861,8.2,0.8,ml,8,148.81,0.026,0.0613,nn,nn00830432,2021-12-23T23:03:45.050Z,"28 km SSE of Mina, Nevada",earthquake,,0.9,0.19,5,automatic,nn,nn
2021-12-23T22:59:24.861Z,61.7356,-148.4041,11.9,1.4,ml,,,,0.58,ak,ak021gesb4qy,2021-12-23T23:09:43.587Z,"7 km SSE of Chickaloon, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-12-23T22:51:36.038Z,38.9558,-118.8399,8,1.2,ml,12,109.64,0.313,0.1271,nn,nn00830430,2021-12-23T22:55:29.658Z,"2 km WNW of Schurz, Nevada",earthquake,,3.2,0.22,6,automatic,nn,nn
2021-12-23T22:39:06.700Z,7.0899,92.5625,10,4.9,mww,,51,4.735,0.77,us,us6000gexl,2021-12-25T03:45:42.040Z,"Nicobar Islands, India region",earthquake,7.1,1.8,0.078,16,reviewed,us,us
2021-12-23T22:34:46.020Z,35.6808333,-117.4686667,6.64,2.28,ml,29,73,0.09428,0.14,ci,ci39895335,2021-12-24T16:47:47.830Z,"11km SSW of Searles Valley, CA",earthquake,0.25,0.72,0.182,25,reviewed,ci,ci
2021-12-23T22:29:00.018Z,61.3958,-146.7354,9.8,2.7,ml,,,,0.6,ak,ak021ges4k9j,2021-12-23T22:42:29.153Z,"36 km NW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-12-23T22:21:05.060Z,48.6515,-119.896,0.15,1.65,ml,9,136,0.2417,0.16,uw,uw61799317,2021-12-24T16:28:40.560Z,"15 km NW of Conconully, Washington",earthquake,0.62,14.36,0.08569911266375,4,reviewed,uw,uw
2021-12-23T22:15:24.810Z,19.2193336486816,-155.425659179688,34.4599990844727,2.13000011,md,28,133,,0.0900000036,hv,hv72844377,2021-12-23T22:18:23.660Z,"5 km ENE of Pāhala, Hawaii",earthquake,0.63,0.589999974,0.709999979,8,automatic,hv,hv
2021-12-23T22:14:50.307Z,38.1652,-118.2351,7.5,1.8,ml,16,128.12,0.2,0.1224,nn,nn00830427,2021-12-23T22:31:10.481Z,"27 km SSW of Mina, Nevada",earthquake,,4.8,0.19,8,reviewed,nn,nn
2021-12-23T22:13:56.047Z,-8.9073,125.3562,35,4.4,mb,,64,1.365,1.38,us,us6000gexi,2021-12-23T22:31:10.040Z,"17 km ENE of Maliana, Timor Leste",earthquake,6.3,2,0.123,19,reviewed,us,us
2021-12-23T22:12:04.960Z,61.414,-152.062666666667,10.97,-0.23,ml,5,188,,0.04,av,av91450301,2021-12-23T23:22:36.300Z,"60 km WNW of Beluga, Alaska",earthquake,0.93,1.29,0.139757894342311,5,reviewed,av,av
2021-12-23T22:10:37.490Z,35.9026667,-117.6956667,4.09,0.86,ml,11,71,0.05821,0.09,ci,ci39895319,2021-12-23T22:14:18.809Z,"19km E of Little Lake, CA",earthquake,0.22,1.09,0.172,7,automatic,ci,ci
2021-12-23T22:02:45.580Z,35.7606667,-117.5845,11.39,0.96,ml,10,230,0.05596,0.07,ci,ci39895311,2021-12-23T22:06:25.981Z,"16km W of Searles Valley, CA",earthquake,0.57,0.38,0.135,8,automatic,ci,ci
2021-12-23T21:43:21.610Z,33.6976667,-116.8101667,14.09,0.99,ml,29,80,0.08115,0.2,ci,ci39895303,2021-12-24T16:48:11.523Z,"10km SE of Valle Vista, CA",earthquake,0.4,0.51,0.201,21,reviewed,ci,ci
2021-12-23T21:33:44.740Z,37.396,15.0281,11.93,4.3,mb,,91,0.558,0.77,us,us6000gex4,2021-12-24T10:32:53.175Z,"11 km SSW of Catania, Italy",earthquake,4.8,7.8,0.266,4,reviewed,us,us
2021-12-23T21:23:55.636Z,38.6911,-118.7623,5.6,1.1,ml,13,106.59,0.42,0.1486,nn,nn00830424,2021-12-23T22:09:27.747Z,"4 km N of Walker Lake, Nevada",earthquake,,12.8,0.13,3,reviewed,nn,nn
2021-12-23T21:20:21.799Z,61.6117,-149.8153,19.1,2.7,ml,,,,0.86,ak,ak021gerhc1r,2021-12-24T05:01:53.426Z,"2 km S of Houston, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-12-23T21:18:40.210Z,57.2619,-155.4021,67.4,2.1,ml,,,,0.19,ak,ak021gergxzp,2021-12-23T21:23:38.824Z,"66 km WSW of Karluk, Alaska",earthquake,,1,,,automatic,ak,ak
2021-12-23T21:09:55.280Z,19.1720008850098,-155.465835571289,30.7399997711182,2.21,ml,38,98,,0.119999997,hv,hv72844342,2021-12-23T21:15:25.270Z,"3 km SSE of Pāhala, Hawaii",earthquake,0.52,0.829999983,5.19,3,automatic,hv,hv
2021-12-23T21:08:04.020Z,41.2641667,-112.282,4.36,0.73,md,8,120,0.1336,0.13,uu,uu60473257,2021-12-23T21:36:29.420Z,"16 km WSW of Plain City, Utah",earthquake,0.51,3.77,0.461,3,reviewed,uu,uu
2021-12-23T20:57:08.311Z,61.86,-149.9844,34.4,1.4,ml,,,,0.62,ak,ak021ger3sun,2021-12-23T21:07:16.905Z,"12 km NNE of Willow, Alaska",earthquake,,0.9,,,automatic,ak,ak
2021-12-23T20:42:20.110Z,44.3398333,-114.903,3.84,1.66,ml,7,115,0.854,0.22,mb,mb80534374,2021-12-23T23:59:15.030Z,"13 km NNE of Stanley, Idaho",earthquake,0.63,3.19,0.156,8,reviewed,mb,mb
2021-12-23T20:18:34.820Z,59.7336,-152.736,92.2,1.7,ml,,,,0.74,ak,ak021geqvhyq,2021-12-23T20:32:52.964Z,"51 km W of Anchor Point, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-12-23T20:08:36.540Z,39.4311667,-110.3263333,-1.35,1.44,md,4,155,0.007122,0.04,uu,uu60473202,2021-12-23T20:28:14.170Z,"14 km SSE of Sunnyside, Utah",earthquake,1.6,0.45,0.268,4,reviewed,uu,uu
2021-12-23T20:04:56.970Z,35.6178333,-117.4781667,8.5,1.11,ml,14,151,0.03386,0.22,ci,ci39895295,2021-12-23T20:08:34.419Z,"18km E of Ridgecrest, CA",earthquake,0.66,0.91,0.151,8,automatic,ci,ci
2021-12-23T20:03:11.140Z,46.0011667,-112.4688333,-2,1.58,ml,16,111,0.062,0.12,mb,mb80534354,2021-12-23T20:33:38.820Z,"5 km E of Butte, Montana",quarry blast,0.4,31.61,0.218,10,reviewed,mb,mb
2021-12-23T19:54:56.210Z,17.977,-66.8395,17,2.29,md,10,194,0.0397,0.17,pr,pr2021357002,2021-12-23T20:06:58.384Z,"2 km SW of Indios, Puerto Rico",earthquake,0.51,0.7,0.27,9,reviewed,pr,pr
2021-12-23T19:49:46.540Z,44.4065,-115.2298333,4.83,1.57,ml,7,129,0.875,0.32,mb,mb80534349,2021-12-23T20:39:47.560Z,"31 km NW of Stanley, Idaho",earthquake,0.98,5.37,0.134,7,reviewed,mb,mb
2021-12-23T19:41:33.448Z,61.3811,-152.0356,10.3,1,ml,,,,0.66,ak,ak021geqezq8,2021-12-23T19:46:37.379Z,"57 km WNW of Beluga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-12-23T19:39:52.517Z,62.8807,-148.8144,60.1,1.8,ml,,,,0.47,ak,ak021geqelrn,2021-12-23T19:43:16.737Z,"57 km S of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-12-23T19:38:51.260Z,19.174165725708,-155.503005981445,34.9700012207031,1.87,md,25,104,,0.159999996,hv,hv72844277,2021-12-23T19:42:05.000Z,"4 km SW of Pāhala, Hawaii",earthquake,0.88,0.899999976,1.84000003,6,automatic,hv,hv
2021-12-23T19:24:00.930Z,36.4751667,-89.497,4.72,2.38,md,35,41,0.06652,0.16,nm,nm60377616,2021-12-24T14:35:44.505Z,"10 km NNW of Tiptonville, Tennessee",earthquake,0.2,0.25,0.147,30,reviewed,nm,nm
2021-12-23T19:02:38.141Z,61.4038,-152.0566,11.8,1.1,ml,,,,0.57,ak,ak021geq6n5y,2021-12-23T19:07:02.727Z,"59 km WNW of Beluga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-12-23T18:57:11.380Z,40.2503319,-124.411499,22.34,2.18,md,10,220,0.232,0.06,nc,nc73668121,2021-12-23T21:02:12.371Z,"14km SW of Petrolia, CA",earthquake,1.02,1.18,0.07,7,automatic,nc,nc
2021-12-23T18:55:48.770Z,40.2908325,-124.3488312,22.52,2.85,md,7,245,,0.06,nc,nc73668116,2021-12-24T01:42:47.275Z,"7km SW of Petrolia, CA",earthquake,2.12,1.07,0.05,9,automatic,nc,nc
2021-12-23T18:36:45.534Z,62.079,-149.1897,37.5,1.4,ml,,,,1.13,ak,ak021gepsigo,2021-12-23T19:05:22.237Z,"35 km ESE of Susitna North, Alaska",earthquake,,1.1,,,automatic,ak,ak
2021-12-23T18:36:44.582Z,38.1548,-117.8694,8.4,1.1,ml,14,137.56,0.073,0.1082,nn,nn00830413,2021-12-23T20:15:10.976Z,"33 km SE of Mina, Nevada",earthquake,,1.7,0.88,5,reviewed,nn,nn
2021-12-23T18:36:03.670Z,19.3173332214355,-155.160995483398,0.100000001490116,1.73000002,md,24,201,,0.200000003,hv,hv72844237,2021-12-23T18:41:34.680Z,"15 km SSE of Volcano, Hawaii",earthquake,0.73,0.409999996,0.649999976,11,automatic,hv,hv
2021-12-23T18:31:39.150Z,46.1893333333333,-122.536833333333,16.79,1.2,ml,13,97,0.1289,0.13,uw,uw61799182,2021-12-23T20:57:46.740Z,"29 km E of Kelso, Washington",earthquake,0.55,1.02,0.179858203209978,7,reviewed,uw,uw
2021-12-23T18:30:14.670Z,19.2063331604004,-155.399993896484,32.1100006103516,2.24000001,md,34,157,,0.129999995,hv,hv72844232,2021-12-23T19:38:58.040Z,"8 km E of Pāhala, Hawaii",earthquake,0.55,0.620000005,1.88,19,automatic,hv,hv
2021-12-23T18:25:38.765Z,38.1857,-117.7458,11.4,1.6,ml,17,119.3,0.113,0.1451,nn,nn00830409,2021-12-23T19:50:27.746Z,"39 km SE of Mina, Nevada",earthquake,,1.7,0.42,8,reviewed,nn,nn
2021-12-23T18:12:27.740Z,39.4248333,-110.3096667,-1.83,1.62,md,4,254,0.01198,0.08,uu,uu60029699,2021-12-23T20:26:39.030Z,"15 km SSE of Sunnyside, Utah",earthquake,2.37,1.56,0.126,5,reviewed,uu,uu
2021-12-23T18:12:01.420Z,39.4226667,-110.3078333,-1.85,1.84,md,7,196,0.01345,0.13,uu,uu60473102,2021-12-23T20:25:03.870Z,"15 km SSE of Sunnyside, Utah",earthquake,0.94,0.88,0.224,5,reviewed,uu,uu
2021-12-23T18:10:09.070Z,33.6616667,-116.7333333,13.26,0.58,ml,16,95,0.05189,0.12,ci,ci39895207,2021-12-24T16:49:01.558Z,"9km S of Idyllwild, CA",earthquake,0.34,0.53,0.076,11,reviewed,ci,ci
