time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-12-22T17:08:56.990Z,19.158332824707,-155.478500366211,33.7599983215332,2,md,25,123,,0.150000006,hv,hv72843322,2021-12-22T17:12:04.550Z,"4 km S of Pāhala, Hawaii",earthquake,0.77,0.930000007,0.99000001,8,automatic,hv,hv
2021-12-22T16:57:36.740Z,19.219165802002,-155.426330566406,31.1200008392334,2.13000011,md,27,133,,0.109999999,hv,hv72843312,2021-12-22T17:00:41.460Z,"5 km ENE of Pāhala, Hawaii",earthquake,0.74,0.939999998,1.05999994,3,automatic,hv,hv
2021-12-22T16:55:16.060Z,45.7295,-111.8596667,7.41,1.33,ml,14,83,0.109,0.11,mb,mb80534264,2021-12-22T17:13:40.618Z,"6 km WNW of Harrison, Montana",earthquake,0.3,1.35,0.205,6,reviewed,mb,mb
2021-12-22T16:55:08.470Z,47.2928333,-114.2183333,9.51,0.89,md,7,153,0.151,0.19,mb,mb80534259,2021-12-22T17:04:46.780Z,"3 km WNW of Ravalli, Montana",earthquake,0.79,2.22,0.087,3,reviewed,mb,mb
2021-12-22T16:50:32.390Z,35.761,-117.5541667,11.11,0.8,ml,16,135,0.065,0.09,ci,ci39893679,2021-12-22T19:10:46.107Z,"14km W of Searles Valley, CA",earthquake,0.27,0.34,0.195,9,reviewed,ci,ci
2021-12-22T16:49:54.510Z,38.8344994,-122.8181686,1.37,0.85,md,15,75,0.01276,0.01,nc,nc73667746,2021-12-22T16:51:29.726Z,"8km NW of The Geysers, CA",earthquake,0.25,0.59,,1,automatic,nc,nc
2021-12-22T16:43:31.558Z,61.8123,-149.9814,34.2,1.4,ml,,,,0.52,ak,ak021gd13rpf,2021-12-22T16:47:04.238Z,"7 km NNE of Willow, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-12-22T16:43:30.790Z,38.8269997,-122.8546677,2.25,0.36,md,10,81,0.001807,0.01,nc,nc73667741,2021-12-22T17:04:11.196Z,"10km WNW of The Geysers, CA",earthquake,0.38,0.61,,1,automatic,nc,nc
2021-12-22T16:42:15.740Z,33.3788333,-116.8738333,6.33,0.58,ml,14,87,0.02684,0.2,ci,ci37374388,2021-12-22T19:20:45.984Z,"3km NNW of Palomar Observatory, CA",earthquake,0.39,0.63,0.13,9,reviewed,ci,ci
2021-12-22T16:42:14.930Z,33.679,-116.7238333,15.08,0.44,ml,16,96,0.03308,0.07,ci,ci39893671,2021-12-22T19:14:38.090Z,"7km S of Idyllwild, CA",earthquake,0.27,0.3,0.153,5,reviewed,ci,ci
2021-12-22T16:41:14.550Z,33.6768333,-116.727,14.8,0.69,ml,32,65,0.03588,0.11,ci,ci39893663,2021-12-22T18:17:01.453Z,"7km S of Idyllwild, CA",earthquake,0.16,0.31,0.168,12,reviewed,ci,ci
2021-12-22T16:35:08.510Z,38.7943344,-122.7818298,0.95,0.53,md,11,99,0.004896,0.03,nc,nc73667736,2021-12-22T16:56:11.144Z,"3km NW of The Geysers, CA",earthquake,0.27,0.57,0.37,2,automatic,nc,nc
2021-12-22T16:34:48.980Z,38.793335,-122.80867,3.59,0.56,md,13,93,0.006646,0.02,nc,nc73667731,2021-12-22T16:50:11.519Z,"5km WNW of The Geysers, CA",earthquake,0.44,1.21,0.34,2,automatic,nc,nc
2021-12-22T16:32:45.731Z,61.7134,-150.1513,28.8,1.4,ml,,,,0.49,ak,ak021gd11fx9,2021-12-22T16:35:53.018Z,"7 km WSW of Willow, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-12-22T16:31:59.850Z,38.7911682,-122.8093338,4.13,0.85,md,12,158,0.005658,0.02,nc,nc73667726,2021-12-22T16:44:11.064Z,"5km WNW of The Geysers, CA",earthquake,0.87,1.95,,1,automatic,nc,nc
2021-12-22T16:23:23.440Z,35.8523333,-117.6895,7.8,0.33,ml,11,119,0.07523,0.1,ci,ci39893631,2021-12-22T18:05:09.011Z,"22km ESE of Little Lake, CA",earthquake,0.23,0.73,0.059,4,reviewed,ci,ci
2021-12-22T16:16:37.967Z,58.7247,-154.0883,91.1,1.6,ml,,,,0.54,ak,ak021gd0xzvt,2021-12-22T16:22:11.491Z,"88 km SSE of Kokhanok, Alaska",earthquake,,0.7,,,automatic,ak,ak
2021-12-22T16:09:36.020Z,19.195499420166,-155.407669067383,32.5800018310547,1.84000003,md,34,171,,0.109999999,hv,hv72843277,2021-12-22T16:13:52.080Z,"7 km E of Pāhala, Hawaii",earthquake,0.62,0.910000026,0.239999995,9,automatic,hv,hv
2021-12-22T15:32:43.720Z,39.7505,-110.9176667,10.93,1.31,md,7,160,0.1012,0.27,uu,uu60472927,2021-12-22T16:51:38.740Z,"9 km NW of Helper, Utah",earthquake,1.54,5.42,0.178,6,reviewed,uu,uu
2021-12-22T15:29:17.570Z,33.4798333,-116.8828333,13.01,0.6,ml,29,34,0.02396,0.14,ci,ci39893575,2021-12-22T18:01:30.741Z,"4km NNW of Aguanga, CA",earthquake,0.18,0.49,0.095,9,reviewed,ci,ci
2021-12-22T15:12:21.113Z,38.1597,-117.9277,10.5,1.4,ml,15,131.59,0.033,0.1181,nn,nn00830367,2021-12-22T21:07:56.401Z,"30 km SSE of Mina, Nevada",earthquake,,1,0.51,5,reviewed,nn,nn
2021-12-22T15:04:35.510Z,35.6663333,-117.478,8.23,0.35,ml,7,150,0.08069,0.07,ci,ci39893551,2021-12-22T16:55:14.600Z,"13km SSW of Searles Valley, CA",earthquake,0.36,0.74,0.054,3,reviewed,ci,ci
2021-12-22T14:58:07.820Z,36.0908333,-117.8631667,3.92,1.17,ml,23,40,0.02753,0.1,ci,ci39893511,2021-12-22T17:46:19.520Z,"9km ENE of Coso Junction, CA",earthquake,0.14,0.25,0.094,8,reviewed,ci,ci
2021-12-22T14:48:01.600Z,35.6923333,-117.496,6.63,0.65,ml,17,145,0.1091,0.1,ci,ci39893503,2021-12-22T17:40:06.707Z,"12km SW of Searles Valley, CA",earthquake,0.35,0.62,0.144,5,reviewed,ci,ci
2021-12-22T14:37:10.430Z,34.2215,-117.427,13.1,1.56,ml,52,39,0.05203,0.21,ci,ci39893487,2021-12-22T14:48:04.780Z,"2km W of Devore, CA",earthquake,0.28,0.76,0.179,27,reviewed,ci,ci
2021-12-22T14:34:32.594Z,60.6184,-146.8544,13.4,2.2,ml,,,,0.67,ak,ak021gczuz71,2021-12-22T14:38:40.613Z,"29 km SSW of Tatitlek, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-12-22T14:34:06.020Z,31.59396301,-104.0104188,8.650952148,2.3,ml,13,100,0.06990691382,0.2,tx,tx2021yzsk,2021-12-23T16:39:55.060Z,"37 km NW of Toyah, Texas",earthquake,0.9749095867,1.095518691,0.2,7,reviewed,tx,tx
2021-12-22T14:33:33.690Z,38.8231659,-122.8103333,1.15,0.96,md,22,59,0.0003055,0.04,nc,nc73667711,2021-12-22T14:51:11.275Z,"7km NW of The Geysers, CA",earthquake,0.17,0.34,0.07,4,automatic,nc,nc
2021-12-22T14:27:00.790Z,36.023,-117.8515,3.56,0.47,ml,13,114,0.03502,0.07,ci,ci39893479,2021-12-22T16:50:39.707Z,"9km ESE of Coso Junction, CA",earthquake,0.15,0.28,0.402,6,reviewed,ci,ci
2021-12-22T14:24:02.003Z,63.7036,-149.2814,104.9,1.3,ml,,,,0.6,ak,ak021gczsrs5,2021-12-22T18:36:37.312Z,"18 km W of Denali Park, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2021-12-22T14:21:10.939Z,36.4435,-98.794,7,1.25,ml,22,144,0.008098410816,0.12,ok,ok2021yzrz,2021-12-22T15:52:12.974Z,"17 km SSE of Waynoka, Oklahoma",earthquake,,0.3,0.17,5,reviewed,ok,ok
2021-12-22T14:19:05.692Z,38.184,-117.8653,7.9,1.3,ml,16,113.92,0.087,0.146,nn,nn00830365,2021-12-22T20:52:21.333Z,"31 km SE of Mina, Nevada",earthquake,,2,0.52,7,reviewed,nn,nn
2021-12-22T14:08:18.790Z,44.3916667,-114.0295,4.13,1.55,ml,7,171,0.454,0.17,mb,mb80534244,2021-12-22T15:12:12.450Z,"20 km SE of Challis, Idaho",earthquake,1.16,2.27,0.254,8,reviewed,mb,mb
2021-12-22T13:57:38.781Z,19.5039,-70.7764,26.37,3.6,ml,,111,0.088,0.42,us,us6000geix,2021-12-23T05:42:49.645Z,"4 km SSE of Villa González, Dominican Republic",earthquake,4.4,9.1,0.097,14,reviewed,us,us
2021-12-22T13:56:29.520Z,19.242166519165,-155.384826660156,31.7299995422363,2.32,ml,43,142,,0.129999995,hv,hv72843197,2021-12-22T14:15:35.040Z,"10 km ENE of Pāhala, Hawaii",earthquake,0.45,0.689999998,3.55,16,automatic,hv,hv
2021-12-22T13:53:30.480Z,33.8591667,-116.1481667,3.34,1.16,ml,32,77,0.06937,0.22,ci,ci39893447,2021-12-22T14:45:45.588Z,"17km NNE of Indio, CA",earthquake,0.42,1.03,0.179,26,reviewed,ci,ci
2021-12-22T13:49:52.508Z,-57.7818,-25.4543,35,5.1,mww,,83,16.356,0.79,us,us6000geiv,2021-12-22T14:09:20.040Z,"South Sandwich Islands region",earthquake,6,1.9,0.098,10,reviewed,us,us
2021-12-22T13:46:48.110Z,39.4875,-111.5371667,10.37,1.49,md,14,66,0.2156,0.19,uu,uu60472917,2021-12-22T14:46:35.570Z,"3 km W of Spring City, Utah",earthquake,0.51,3.14,0.35,9,reviewed,uu,uu
2021-12-22T13:46:18.214Z,31.6947,120.1923,10,4.3,mb,,75,6.794,0.96,us,us6000geit,2021-12-23T11:45:50.055Z,"16 km NNW of Wuxi, China",earthquake,8.4,1.9,0.119,20,reviewed,us,us
2021-12-22T13:43:25.970Z,35.8015,-117.6188333,7.11,0.67,ml,14,93,0.02241,0.09,ci,ci39893431,2021-12-22T18:50:18.983Z,"20km W of Searles Valley, CA",earthquake,0.19,0.3,0.191,8,reviewed,ci,ci
2021-12-22T13:41:07.690Z,36.0891667,-117.8588333,3.83,0.92,ml,17,54,0.02854,0.09,ci,ci39893439,2021-12-22T16:25:59.915Z,"9km ENE of Coso Junction, CA",earthquake,0.16,0.25,0.197,6,reviewed,ci,ci
2021-12-22T13:40:57.250Z,36.0911667,-117.8621667,4.3,0.69,ml,12,146,0.02701,0.05,ci,ci37374372,2021-12-22T16:30:56.274Z,"9km ENE of Coso Junction, CA",earthquake,0.17,0.18,0.307,4,reviewed,ci,ci
2021-12-22T13:39:10.270Z,58.245,-155.144333333333,2.63,-0.15,ml,5,147,,0.11,av,av91449201,2021-12-22T16:02:16.040Z,"85 km NNW of Karluk, Alaska",earthquake,0.35,0.52,0.172442307003107,6,reviewed,av,av
2021-12-22T13:35:39.710Z,40.6036667,-122.2273333,7.81,1.49,md,10,138,0.0504,0.12,nc,nc73667701,2021-12-22T18:42:11.870Z,"4km S of Bella Vista, CA",earthquake,0.52,0.58,0.111,11,reviewed,nc,nc
2021-12-22T13:35:39.014Z,40.391,-119.8763,8.1,1.1,ml,4,295.6,0.247,0.142,nn,nn00830390,2021-12-23T02:37:35.376Z,"35 km NE of Herlong, California",earthquake,,12.2,0.18,4,reviewed,nn,nn
2021-12-22T13:18:34.690Z,58.1781666666667,-155.333833333333,1.34,0.21,ml,7,193,,0.03,av,av91449181,2021-12-22T15:58:50.100Z,"85 km NW of Karluk, Alaska",earthquake,0.38,0.79,0.211710311759588,7,reviewed,av,av
2021-12-22T13:12:47.000Z,38.2305,-112.381,8.81,1.95,ml,23,185,0.3033,0.17,uu,uu60472912,2021-12-22T14:36:48.510Z,"11 km NW of Circleville, Utah",earthquake,0.59,0.74,0.116,8,reviewed,uu,uu
2021-12-22T13:07:57.760Z,60.0476666666667,-153.034333333333,8.15,-0.31,ml,5,221,,0.15,av,av91449176,2021-12-22T23:17:14.750Z,"66 km ENE of Pedro Bay, Alaska",earthquake,2.08,1.47,0.205336899500334,5,reviewed,av,av
2021-12-22T13:03:46.870Z,19.2153339385986,-155.40983581543,32.7400016784668,1.75999999,md,31,160,,0.140000001,hv,hv72843117,2021-12-22T13:07:01.540Z,"7 km E of Pāhala, Hawaii",earthquake,0.63,0.959999979,0.75,3,automatic,hv,hv
2021-12-22T13:02:22.310Z,36.0888333,-117.8623333,4.03,1.03,ml,16,95,0.02932,0.1,ci,ci39893415,2021-12-22T18:46:42.805Z,"9km ENE of Coso Junction, CA",earthquake,0.23,0.3,0.097,9,reviewed,ci,ci
2021-12-22T13:01:53.210Z,36.0896667,-117.8678333,3.58,1.01,ml,14,162,0.02977,0.1,ci,ci39893407,2021-12-22T14:46:28.900Z,"9km NE of Coso Junction, CA",earthquake,0.25,0.33,0.216,14,reviewed,ci,ci
2021-12-22T13:00:35.609Z,61.6319,-151.0636,69,0.9,ml,,,,0.34,ak,ak021gcz28cg,2021-12-22T18:30:56.370Z,"30 km WNW of Susitna, Alaska",earthquake,,2,,,reviewed,ak,ak
2021-12-22T13:00:06.120Z,38.8333321,-122.8181686,1.62,1.03,md,10,84,0.01177,0.01,nc,nc73667696,2021-12-22T13:12:11.660Z,"8km NW of The Geysers, CA",earthquake,0.35,1.11,,1,automatic,nc,nc
2021-12-22T12:59:59.020Z,38.8321648,-122.8180008,1.74,0.85,md,11,138,0.01072,0.01,nc,nc73667691,2021-12-22T13:18:10.693Z,"8km NW of The Geysers, CA",earthquake,0.38,0.79,,1,automatic,nc,nc
2021-12-22T12:58:43.030Z,18.0086,-66.7405,12,2.39,md,7,190,0.1427,0.11,pr,pr2021356006,2021-12-22T13:48:46.253Z,"2 km WNW of Tallaboa, Puerto Rico",earthquake,0.7,0.66,0.11,5,reviewed,pr,pr
2021-12-22T12:43:54.727Z,59.3979,-155.3644,1,1.7,ml,,,,0.65,ak,ak021gcyq324,2021-12-22T12:55:39.495Z,"31 km ENE of Igiugig, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-12-22T12:41:18.720Z,36.09,-117.8606667,4.16,0.78,ml,12,143,0.02792,0.06,ci,ci39893391,2021-12-22T16:41:04.169Z,"9km ENE of Coso Junction, CA",earthquake,0.15,0.21,0.264,4,reviewed,ci,ci
2021-12-22T12:40:15.990Z,19.2334995269775,-155.418502807617,33.9000015258789,2.03999996,md,37,142,,0.109999999,hv,hv72843077,2021-12-22T12:43:35.440Z,"7 km ENE of Pāhala, Hawaii",earthquake,0.49,0.709999979,0.639999986,21,automatic,hv,hv
2021-12-22T12:39:26.503Z,60.6494,-151.9005,77.2,1.2,ml,,,,0.09,ak,ak021gcyp616,2021-12-22T12:41:57.520Z,"32 km W of Salamatof, Alaska",earthquake,,1.3,,,automatic,ak,ak
2021-12-22T12:37:45.870Z,36.0946667,-117.864,4.73,1.81,ml,24,44,0.02403,0.17,ci,ci37374380,2021-12-22T18:57:55.840Z,"9km NE of Coso Junction, CA",earthquake,0.22,0.56,0.079,8,reviewed,ci,ci
2021-12-22T12:37:16.930Z,36.0911667,-117.8603333,3.47,2.54,ml,43,40,0.02673,0.14,ci,ci39893383,2021-12-23T05:52:11.040Z,"9km ENE of Coso Junction, CA",earthquake,0.12,0.24,0.272,25,reviewed,ci,ci
2021-12-22T12:36:31.880Z,19.1516666666667,-155.473666666667,32.91,2.89,ml,46,156,,0.11,hv,hv72843072,2021-12-22T21:34:23.340Z,"5 km S of Pāhala, Hawaii",earthquake,0.45,0.54,0.146744651962897,22,reviewed,hv,hv
2021-12-22T12:35:38.670Z,36.092,-117.8605,3.72,2.01,ml,36,39,0.02593,0.15,ci,ci39893375,2021-12-22T18:04:26.480Z,"10km ENE of Coso Junction, CA",earthquake,0.14,0.28,0.196,19,reviewed,ci,ci
2021-12-22T12:32:20.190Z,19.2315006256104,-155.414505004883,33.8300018310547,1.90999997,md,37,144,,0.100000001,hv,hv72843067,2021-12-22T12:35:31.360Z,"7 km ENE of Pāhala, Hawaii",earthquake,0.58,0.779999971,0.75999999,12,automatic,hv,hv
2021-12-22T12:31:32.770Z,35.7804985,-121.2898331,5.52,1.61,md,10,219,0.1479,0.02,nc,nc73667666,2021-12-22T15:45:10.677Z,"18km NNW of San Simeon, CA",earthquake,0.79,1.89,0.23,6,automatic,nc,nc
2021-12-22T12:29:42.610Z,36.1013333,-117.8565,2.29,0.31,ml,12,167,0.01627,0.09,ci,ci39893367,2021-12-22T16:38:23.238Z,"10km NE of Coso Junction, CA",earthquake,0.37,0.21,0.247,5,reviewed,ci,ci
2021-12-22T12:27:37.427Z,2.4027,126.9293,10,5,mww,,45,1.678,0.82,us,us6000gehc,2021-12-22T12:42:02.040Z,"141 km WNW of Tobelo, Indonesia",earthquake,7.8,1.8,0.089,12,reviewed,us,us
2021-12-22T12:19:56.105Z,2.4427,126.9203,14.61,4.9,mww,,79,1.718,0.94,us,us6000gehb,2021-12-22T12:35:59.040Z,"144 km WNW of Tobelo, Indonesia",earthquake,7.1,4.3,0.093,11,reviewed,us,us
2021-12-22T12:14:20.114Z,60.3984,-152.9257,136.4,2.4,ml,,,,0.48,ak,ak021gcyjsmk,2021-12-22T12:54:48.040Z,"79 km WNW of Ninilchik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2021-12-22T12:07:36.380Z,35.9038333,-117.6876667,7.42,0.39,ml,15,65,0.05338,0.06,ci,ci39893359,2021-12-22T16:17:36.591Z,"20km E of Little Lake, CA",earthquake,0.14,0.32,0.164,5,reviewed,ci,ci
2021-12-22T12:02:38.850Z,38.8413315,-122.8773346,2.02,1.51,md,23,90,0.005698,0.04,nc,nc73667651,2021-12-22T15:17:11.505Z,"13km NW of The Geysers, CA",earthquake,0.28,0.41,0.12,4,automatic,nc,nc
2021-12-22T12:00:24.920Z,38.8330002,-122.8146667,1.67,1.49,md,23,44,0.01024,0.04,nc,nc73667646,2021-12-22T14:51:11.840Z,"8km NW of The Geysers, CA",earthquake,0.2,0.39,0.1,4,automatic,nc,nc
2021-12-22T11:57:51.990Z,37.822834,-122.0051651,7.79,2.04,md,23,75,0.03729,0.06,nc,nc73667641,2021-12-23T08:30:51.128Z,"0km WNW of Danville, CA",earthquake,0.24,0.3,0.16,22,automatic,nc,nc
2021-12-22T11:56:31.550Z,38.8198318,-122.7878342,1.45,0.84,md,10,87,0.008618,0.02,nc,nc73667636,2021-12-22T12:19:11.823Z,"6km NNW of The Geysers, CA",earthquake,0.35,0.93,,1,automatic,nc,nc
2021-12-22T11:53:28.390Z,38.8191681,-122.7900009,1.29,1.21,md,27,39,0.009369,0.03,nc,nc73667626,2021-12-22T14:11:12.008Z,"6km NNW of The Geysers, CA",earthquake,0.18,0.31,0.09,5,automatic,nc,nc
2021-12-22T11:53:04.504Z,60.9495,-152.3133,100.2,1.3,ml,,,,0.67,ak,ak021gcy6oqp,2021-12-22T15:48:52.800Z,"62 km WNW of Nikiski, Alaska",earthquake,,1.6,,,automatic,ak,ak
2021-12-22T11:50:04.850Z,40.172,-121.4915,14.8,2.43,md,28,73,0.2756,0.17,nc,nc73667621,2021-12-23T07:48:34.467Z,"21km SSE of Mineral, CA",earthquake,0.47,0.79,0.198,25,reviewed,nc,nc
2021-12-22T11:48:04.557Z,67.3382,-156.1485,0,2.9,ml,,,,0.98,ak,ak021gcy5m6e,2021-12-22T12:51:40.040Z,"57 km NE of Kobuk, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-12-22T11:47:20.560Z,38.8334999,-122.8184967,1.53,0.36,md,9,85,0.01205,0.01,nc,nc73667616,2021-12-22T13:31:11.764Z,"8km NW of The Geysers, CA",earthquake,0.42,0.83,,1,automatic,nc,nc
2021-12-22T11:46:19.290Z,17.97,-66.838,17,2.1,md,5,203,0.0415,0.1,pr,pr2021356005,2021-12-22T11:58:55.272Z,"3 km SW of Indios, Puerto Rico",earthquake,1.59,0.69,0.16,5,reviewed,pr,pr
2021-12-22T11:37:38.870Z,40.4365,-124.2455,26.35,1.68,md,20,105,0.08031,0.08,nc,nc73667611,2021-12-23T18:49:10.510Z,"13km NNE of Petrolia, CA",earthquake,0.49,0.58,0.214,11,reviewed,nc,nc
2021-12-22T11:35:00.150Z,33.5206667,-115.8593333,6.03,1.3,ml,56,79,0.03588,0.17,ci,ci39893335,2021-12-22T17:55:16.420Z,"7km E of North Shore, CA",earthquake,0.17,0.37,0.154,20,reviewed,ci,ci
2021-12-22T11:34:50.070Z,19.3028335571289,-155.468170166016,5.28999996185303,1.77999997,md,40,85,,0.270000011,hv,hv72843022,2021-12-22T11:37:55.010Z,"11 km N of Pāhala, Hawaii",earthquake,0.44,1.32000005,0.49000001,17,automatic,hv,hv
2021-12-22T11:31:27.015Z,61.0383,-150.7906,14.8,0.8,ml,,,,0.76,ak,ak021gcy1zmq,2021-12-22T18:23:04.912Z,"13 km NNW of Point Possession, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2021-12-22T11:22:54.590Z,33.986,-117.1658333,10.67,0.71,ml,36,97,0.06636,0.13,ci,ci39893327,2021-12-22T17:27:04.065Z,"8km S of Redlands, CA",earthquake,0.16,0.35,0.148,13,reviewed,ci,ci
2021-12-22T11:14:01.920Z,60.4984,-151.6926,68.8,1.8,ml,,,,0.73,ak,ak021gcxybnx,2021-12-22T11:18:17.799Z,"23 km WNW of Kalifornsky, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-12-22T11:06:02.540Z,38.8095016,-122.7941666,3.33,0.34,md,11,83,0.00177,0.01,nc,nc73667601,2021-12-22T12:13:10.782Z,"5km NW of The Geysers, CA",earthquake,0.5,0.9,,1,automatic,nc,nc
2021-12-22T10:59:36.590Z,38.485,-112.8503333,4.01,0.85,md,10,98,0.02756,0.05,uu,uu60472907,2021-12-22T14:49:42.860Z,"17 km NE of Milford, Utah",earthquake,0.32,0.61,0.189,3,reviewed,uu,uu
2021-12-22T10:56:04.810Z,19.2403335571289,-155.384506225586,32.4000015258789,1.86000001,md,38,142,,0.109999999,hv,hv72842987,2021-12-22T10:59:12.370Z,"10 km ENE of Pāhala, Hawaii",earthquake,0.51,0.899999976,1.07000005,13,automatic,hv,hv
2021-12-22T10:53:57.674Z,67.8871,-154.1109,0,1.9,ml,,,,0.34,ak,ak021gcxld8s,2021-12-22T11:03:56.042Z,"103 km WSW of Anaktuvuk Pass, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-12-22T10:41:19.826Z,63.0521,-149.0109,11.2,1.4,ml,,,,0.72,ak,ak021gcxipqm,2021-12-22T10:44:13.561Z,"37 km S of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-12-22T10:40:18.940Z,37.4243333,-112.9888333,2.02,1.36,ml,8,150,0.1283,0.27,uu,uu60472902,2021-12-22T15:00:31.510Z,"21 km SE of Kanarraville, Utah",earthquake,1.19,31.61,0.102,4,reviewed,uu,uu
2021-12-22T10:39:47.910Z,19.2134990692139,-155.436340332031,32.1199989318848,2.31,ml,39,127,,0.100000001,hv,hv72842962,2021-12-22T10:45:18.320Z,"4 km ENE of Pāhala, Hawaii",earthquake,0.56,0.720000029,0.09,3,automatic,hv,hv
2021-12-22T10:34:52.530Z,33.4961667,-116.4935,13.45,0.44,ml,14,68,0.06873,0.1,ci,ci39893319,2021-12-22T14:46:58.031Z,"18km ESE of Anza, CA",earthquake,0.23,0.53,0.142,8,reviewed,ci,ci
2021-12-22T10:32:23.950Z,35.7553333,-118.0138333,2.22,0.82,ml,14,89,0.1232,0.12,ci,ci39893311,2021-12-22T14:47:06.529Z,"22km WNW of Inyokern, CA",earthquake,0.3,0.63,0.12,11,reviewed,ci,ci
2021-12-22T10:30:18.658Z,39.4344,-117.7178,7.8,1.1,ml,12,158.94,0.335,0.1063,nn,nn00830358,2021-12-22T17:06:51.023Z,"56 km W of Austin, Nevada",earthquake,,3.9,0,1,reviewed,nn,nn
2021-12-22T10:28:09.893Z,54.9439,111.8207,10,4.2,mb,,94,5.89,1.11,us,us6000gegq,2021-12-22T12:46:22.040Z,"119 km NE of Kurumkan, Russia",earthquake,8,1.9,0.152,12,reviewed,us,us
2021-12-22T10:27:06.600Z,19.2150001525879,-155.402160644531,32.8600006103516,2.06,ml,43,150,,0.109999999,hv,hv72842947,2021-12-22T10:32:37.140Z,"8 km E of Pāhala, Hawaii",earthquake,0.56,0.660000026,4.48,4,automatic,hv,hv
2021-12-22T10:21:34.545Z,38.1797,-117.7967,6.9,1.3,ml,17,118.1,0.124,0.1438,nn,nn00830356,2021-12-22T20:39:51.764Z,"35 km SE of Mina, Nevada",earthquake,,2.8,0.65,6,reviewed,nn,nn
2021-12-22T10:19:09.870Z,33.98,-117.2176667,11.57,0.8,ml,43,85,0.0495,0.19,ci,ci39893303,2021-12-22T17:17:00.365Z,"6km N of Moreno Valley, CA",earthquake,0.19,0.43,0.111,14,reviewed,ci,ci
2021-12-22T10:09:24.290Z,38.8230019,-122.7883301,0.68,0.96,md,16,39,0.01546,0.03,nc,nc73667591,2021-12-22T10:26:10.856Z,"6km W of Cobb, CA",earthquake,0.21,0.42,0.33,3,automatic,nc,nc
2021-12-22T10:08:09.730Z,38.8206673,-122.7653351,2.13,1.09,md,22,114,0.01042,0.02,nc,nc73667586,2021-12-22T10:21:10.824Z,"4km W of Cobb, CA",earthquake,0.27,0.47,0.1,3,automatic,nc,nc
2021-12-22T10:06:32.740Z,35.9475,-117.7293333,3.56,0.65,ml,8,88,0.06407,0.07,ci,ci39893295,2021-12-22T14:47:26.148Z,"16km E of Little Lake, CA",earthquake,0.21,0.8,0.184,9,reviewed,ci,ci
2021-12-22T10:04:15.938Z,62.2048,-151.4602,86.7,1.5,ml,,,,0.59,ak,ak021gcxarxf,2021-12-22T10:07:59.923Z,"24 km N of Skwentna, Alaska",earthquake,,0.9,,,automatic,ak,ak
2021-12-22T09:58:59.270Z,19.1801662445068,-155.463836669922,34.7200012207031,2.4000001,md,36,151,,0.129999995,hv,hv72842897,2021-12-22T10:02:12.010Z,"2 km SSE of Pāhala, Hawaii",earthquake,0.52,0.689999998,1.76999998,22,automatic,hv,hv
2021-12-22T09:57:28.950Z,19.1928329467773,-155.483505249023,33.7599983215332,2.09,ml,38,77,,0.129999995,hv,hv72842892,2021-12-22T10:03:00.300Z,"1 km SSW of Pāhala, Hawaii",earthquake,0.51,0.75999999,4.93,5,automatic,hv,hv
2021-12-22T09:55:55.160Z,36.1095,-117.8573333,4.27,0.66,ml,14,96,0.008308,0.06,ci,ci39893287,2021-12-22T16:35:48.146Z,"11km NE of Coso Junction, CA",earthquake,0.13,0.16,0.181,5,reviewed,ci,ci
2021-12-22T09:55:37.200Z,44.328,-115.1911667,8.22,1.66,ml,8,83,0.949,0.26,mb,mb80534239,2021-12-22T15:17:50.920Z,"23 km WNW of Stanley, Idaho",earthquake,0.77,2.26,0.212,8,reviewed,mb,mb
2021-12-22T09:50:12.830Z,44.6948333,-110.9968333,3.16,0.74,md,10,72,0.03464,0.17,uu,uu60472897,2021-12-22T15:02:37.200Z,"9 km ENE of West Yellowstone, Montana",earthquake,0.65,1.47,0.549,7,reviewed,uu,uu
2021-12-22T09:42:29.190Z,19.1663341522217,-155.468002319336,32.1300010681152,2.26999998,md,40,84,,0.109999999,hv,hv72842882,2021-12-22T09:45:43.200Z,"4 km SSE of Pāhala, Hawaii",earthquake,0.49,0.699999988,0.289999992,25,automatic,hv,hv
2021-12-22T09:30:15.690Z,38.8235016,-122.8261642,2.15,0.85,md,8,146,0.006936,0.01,nc,nc73667581,2021-12-22T09:42:11.534Z,"8km NW of The Geysers, CA",earthquake,0.6,1.1,,1,automatic,nc,nc
2021-12-22T09:29:57.820Z,18.2961,-68.3515,64,3.69,md,17,152,0.2198,0.12,pr,pr2021356004,2021-12-23T03:19:55.834Z,"28 km ESE of Boca de Yuma, Dominican Republic",earthquake,0.81,0.99,0.05,7,reviewed,pr,pr
